experience_level,job_title,salary_in_usd,employee_residence,company_location,company_size
SE,Data Engineer,105000,US,US,M
SE,Data Engineer,70000,US,US,M
SE,Data Scientist,130000,US,US,M
SE,Data Scientist,95000,US,US,M
SE,Data Scientist,203500,US,US,M
SE,Data Scientist,152000,US,US,M
SE,Data Engineer,197430,US,US,M
SE,Data Engineer,134760,US,US,M
MI,Data Scientist,120000,US,US,M
SE,Data Engineer,197000,US,US,M
SE,Data Engineer,99000,US,US,M
SE,Data Engineer,220000,US,US,M
SE,Data Engineer,162000,US,US,M
MI,Data Engineer,110446,LT,LT,M
MI,Data Engineer,79178,LT,LT,M
MI,Data Science Consultant,70186,GB,GB,M
MI,Data Science Consultant,51716,GB,GB,M
SE,Data Architect,149040,US,US,M
SE,Data Architect,113900,US,US,M
MI,Business Data Analyst,95000,US,US,M
SE,Data Analyst,115000,US,US,S
SE,Data Analyst,171000,US,AU,L
EN,Data Analytics Engineer,13000,AR,AR,S
SE,Data Engineer,100000,US,US,M
SE,Data Engineer,78000,US,US,M
SE,Data Engineer,120000,US,US,M
SE,Data Engineer,95000,US,US,M
SE,Data Specialist,110000,US,US,M
SE,Data Specialist,70000,US,US,M
EN,Data Analytics Consultant,50000,BE,US,S
SE,Data Scientist,185900,US,US,M
SE,Data Scientist,129300,US,US,M
MI,Data Analyst,150000,US,US,M
MI,Data Analyst,100000,US,US,M
SE,Data Engineer,230000,US,US,M
SE,Data Engineer,154600,US,US,M
SE,Machine Learning Engineer,204500,US,US,M
SE,Machine Learning Engineer,142200,US,US,M
MI,Data Engineer,160000,US,US,M
MI,Data Engineer,75000,US,US,M
SE,Data Scientist,47280,ES,ES,M
SE,Data Scientist,37824,ES,ES,M
SE,Data Engineer,213000,US,US,M
SE,Data Engineer,152000,US,US,M
SE,Data Scientist,140000,US,US,M
SE,Data Scientist,120000,US,US,M
SE,Data Scientist,110000,US,US,M
SE,Data Scientist,70000,US,US,M
SE,Machine Learning Software Engineer,227200,CA,CA,M
SE,Machine Learning Software Engineer,168000,CA,CA,M
EN,3D Computer Vision Researcher,20000,AS,AS,M
MI,Data Scientist,64090,DE,DE,M
MI,Data Scientist,60938,DE,DE,M
SE,ML Engineer,243000,US,US,M
SE,ML Engineer,183000,US,US,M
SE,Data Engineer,175000,US,US,M
SE,Data Engineer,150000,US,US,M
MI,Data Scientist,130000,US,US,M
MI,Data Scientist,90000,US,US,M
MI,Data Analyst,165000,US,US,M
MI,Data Analyst,124000,US,US,M
SE,Data Engineer,178000,CA,CA,M
SE,Data Engineer,132000,CA,CA,M
SE,Data Engineer,300000,US,US,M
SE,Data Engineer,130000,US,US,M
SE,Data Analyst,169000,US,US,M
SE,Data Analyst,110600,US,US,M
SE,Data Analyst,116000,US,US,M
SE,Data Analyst,96000,US,US,M
SE,Data Analyst,92350,GB,GB,M
SE,Data Analyst,70186,GB,GB,M
SE,Data Analyst,105000,US,US,M
SE,Data Analyst,70000,US,US,M
MI,Machine Learning Researcher,105236,CA,CA,L
SE,Data Engineer,194000,US,US,M
SE,Data Engineer,129400,US,US,M
SE,Data Architect,190000,US,US,M
SE,Data Architect,135000,US,US,M
SE,Data Analyst,100000,US,US,M
SE,Data Analyst,70000,US,US,M
EN,Machine Learning Engineer,189750,US,US,M
EN,Machine Learning Engineer,140250,US,US,M
SE,Data Analyst,130000,US,US,M
SE,Data Analyst,100000,US,US,M
MI,Data Analyst,160000,US,US,M
MI,Data Analyst,109000,US,US,M
SE,Research Engineer,250000,US,US,M
SE,Research Engineer,150000,US,US,M
MI,Data Analyst,206000,US,US,M
MI,Data Analyst,160000,US,US,M
SE,Data Engineer,135000,US,US,M
SE,Data Engineer,120000,US,US,M
SE,Machine Learning Engineer,115573,FR,FR,M
SE,Machine Learning Engineer,73546,FR,FR,M
EN,Data Engineer,160000,US,US,M
EN,Data Engineer,135000,US,US,M
MI,Data Analyst,150000,US,US,M
MI,Data Analyst,100000,US,US,M
MI,Data Engineer,120000,US,US,M
MI,Data Engineer,95000,US,US,M
SE,Data Engineer,68293,ES,ES,M
SE,Data Engineer,42026,ES,ES,M
SE,Data Engineer,191200,US,US,M
SE,Data Engineer,130000,US,US,M
SE,Data Engineer,191200,US,US,M
SE,Data Engineer,130000,US,US,M
EN,Machine Learning Research Engineer,66192,DE,DE,L
EN,3D Computer Vision Researcher,50000,US,CR,S
SE,Data Engineer,230000,US,US,L
SE,Data Engineer,154600,US,US,L
SE,Data Engineer,120000,US,US,M
SE,Data Engineer,95000,US,US,M
SE,Data Scientist,140000,US,US,M
SE,Data Scientist,120000,US,US,M
SE,Data Analyst,169000,US,US,M
SE,Data Analyst,110600,US,US,M
MI,Data Analyst,80000,US,US,L
SE,Data Engineer,185900,US,US,M
SE,Data Engineer,129300,US,US,M
SE,Analytics Engineer,135000,US,US,M
SE,Analytics Engineer,110000,US,US,M
MI,Data Analytics Manager,155000,US,US,M
MI,Data Analytics Manager,140000,US,US,M
SE,Data Engineer,205000,US,US,M
SE,Data Engineer,150000,US,US,M
SE,Data Engineer,179500,US,US,M
SE,Data Engineer,134000,US,US,M
MI,Data Scientist,180000,US,US,M
MI,Data Scientist,120000,US,US,M
SE,Data Scientist,185900,US,US,M
SE,Data Scientist,129300,US,US,M
SE,Data Scientist,175000,US,US,M
SE,Data Scientist,145000,US,US,M
SE,Data Architect,235000,US,US,M
SE,Data Architect,175000,US,US,M
EN,Data Science Consultant,27317,ES,ES,L
MI,Data Engineer,160000,US,US,M
MI,Data Engineer,90000,US,US,M
SE,Data Engineer,68293,ES,ES,M
SE,Data Engineer,36773,ES,ES,M
SE,Data Engineer,145000,US,US,M
SE,Data Engineer,115000,US,US,M
MI,Data Specialist,165000,US,US,M
MI,Data Specialist,135000,US,US,M
SE,Data Engineer,168400,US,US,M
SE,Data Engineer,105200,US,US,M
MI,Deep Learning Engineer,86193,GB,GB,M
MI,Deep Learning Engineer,49253,GB,GB,M
SE,Data Engineer,200000,US,US,M
SE,Data Engineer,160000,US,US,M
SE,Data Scientist,47280,ES,ES,M
SE,Data Scientist,37824,ES,ES,M
SE,Data Scientist,198800,US,US,M
SE,Data Scientist,122600,US,US,M
EN,Machine Learning Engineer,100000,IR,IR,M
MI,BI Data Analyst,105066,FR,FR,M
SE,Data Analyst,130000,US,US,M
SE,Data Analyst,100000,US,US,M
MI,Analytics Engineer,104663,GB,GB,M
MI,Analytics Engineer,73880,GB,GB,M
SE,Data Engineer,125000,US,US,M
SE,Data Engineer,110000,US,US,M
MI,Data Analyst,165000,US,US,M
MI,Data Analyst,124000,US,US,M
SE,Data Scientist,148000,US,US,M
SE,Data Scientist,107000,US,US,M
MI,Data Analyst,150000,US,US,M
MI,Data Analyst,100000,US,US,M
EN,Data Engineer,160000,US,US,M
EN,Data Engineer,135000,US,US,M
MI,Data Engineer,120000,US,US,M
MI,Data Engineer,95000,US,US,M
SE,Data Engineer,153600,US,US,M
SE,Data Engineer,106800,US,US,M
MI,Data Analyst,100000,CA,CA,M
MI,Data Analyst,65000,CA,CA,M
MI,Data Engineer,120000,US,US,M
MI,Data Engineer,95000,US,US,M
SE,Data Engineer,63040,PT,PT,M
SE,Data Engineer,36773,PT,PT,M
EX,Data Engineer,310000,US,US,M
EX,Data Engineer,239000,US,US,M
SE,Data Science Manager,299500,US,US,M
SE,Data Science Manager,245100,US,US,M
SE,Data Scientist,168000,US,US,M
SE,Data Scientist,130000,US,US,M
SE,Data Scientist,136000,US,US,M
SE,Data Scientist,104000,US,US,M
MI,Data Engineer,161000,US,US,M
MI,Data Engineer,118000,US,US,M
SE,Applied Scientist,205000,US,US,M
SE,Applied Scientist,184000,US,US,M
SE,Data Scientist,185900,US,US,M
SE,Data Scientist,129300,US,US,M
SE,Data Science Manager,247500,US,US,M
SE,Data Science Manager,172200,US,US,M
SE,Data Management Specialist,68293,IT,IT,L
SE,Data Analyst,177000,US,US,M
SE,Data Analyst,131000,US,US,M
SE,Applied Scientist,205000,US,US,M
SE,Applied Scientist,184000,US,US,M
SE,Data Engineer,146000,US,US,M
SE,Data Engineer,102000,US,US,M
SE,Data Analyst,169000,US,US,M
SE,Data Analyst,110600,US,US,M
SE,Applied Scientist,230000,US,US,M
SE,Applied Scientist,196000,US,US,M
SE,Data Engineer,135000,US,US,M
SE,Data Engineer,100000,US,US,M
MI,Data Engineer,80000,US,US,M
MI,Data Engineer,65000,US,US,M
SE,Data Engineer,135000,US,US,M
SE,Data Engineer,100000,US,US,M
SE,Data Engineer,61566,GB,GB,M
SE,Data Engineer,43096,GB,GB,M
MI,Data Engineer,175000,US,US,M
MI,Data Engineer,135000,US,US,M
EN,Data Scientist,80000,US,US,M
SE,Data Engineer,231250,US,US,M
SE,Data Engineer,138750,US,US,M
SE,Analytics Engineer,193750,US,US,M
SE,Analytics Engineer,116250,US,US,M
SE,Data Engineer,231250,US,US,M
SE,Data Engineer,138750,US,US,M
SE,Analytics Engineer,231250,US,US,M
SE,Analytics Engineer,138750,US,US,M
SE,Analytics Engineer,231250,US,US,M
SE,Analytics Engineer,138750,US,US,M
SE,Data Engineer,193750,US,US,M
SE,Data Engineer,116250,US,US,M
SE,Data Scientist,208000,US,US,M
SE,Data Scientist,127000,US,US,M
SE,Research Scientist,300000,US,US,M
SE,Research Scientist,196000,US,US,M
SE,Machine Learning Engineer,204500,US,US,M
SE,Machine Learning Engineer,142200,US,US,M
MI,Autonomous Vehicle Technician,45555,AS,BS,M
SE,Data Engineer,185900,US,US,M
SE,Data Engineer,129300,US,US,M
SE,Data Scientist,47280,ES,ES,M
SE,Data Scientist,37824,ES,ES,M
SE,Machine Learning Engineer,204500,US,US,M
SE,Machine Learning Engineer,142200,US,US,M
SE,Data Scientist,205000,US,US,M
SE,Data Scientist,185000,US,US,M
SE,Data Scientist,185900,US,US,M
SE,Data Scientist,129300,US,US,M
SE,Machine Learning Engineer,247500,US,US,M
SE,Machine Learning Engineer,172200,US,US,M
EN,Data Engineer,160000,US,US,M
EN,Data Engineer,135000,US,US,M
MI,Data Analyst,150000,US,US,M
MI,Data Analyst,100000,US,US,M
SE,Data Analyst,110000,US,US,M
SE,Data Analyst,95000,US,US,M
SE,Data Scientist,185900,US,US,M
SE,Data Scientist,129300,US,US,M
SE,Applied Scientist,205000,US,US,M
SE,Applied Scientist,184000,US,US,M
EN,Data Scientist,17684,HU,HU,M
SE,Data Science Tech Lead,375000,US,US,L
SE,Data Engineer,191200,US,US,M
SE,Data Engineer,130000,US,US,M
SE,Data Scientist,225000,US,US,M
SE,Data Scientist,156400,US,US,M
SE,Data Analyst,169000,US,US,M
SE,Data Analyst,110600,US,US,M
SE,Machine Learning Engineer,204500,US,US,M
SE,Machine Learning Engineer,142200,US,US,M
MI,Machine Learning Engineer,104663,GB,GB,M
MI,Machine Learning Engineer,80036,GB,GB,M
SE,Data Scientist,185900,US,US,M
SE,Data Scientist,129300,US,US,M
SE,Data Scientist,140700,US,US,M
SE,Data Scientist,93800,US,US,M
SE,Data Scientist,350000,US,US,M
SE,Data Scientist,135000,US,US,M
SE,Data Analyst,115934,US,US,M
SE,Data Analyst,81666,US,US,M
EN,BI Analyst,12000,MX,US,L
MI,Machine Learning Engineer,104697,CH,CH,L
EN,Machine Learning Developer,33000,IT,DE,S
EN,Machine Learning Scientist,34672,IT,DE,S
SE,Machine Learning Engineer,201000,US,US,M
SE,Machine Learning Engineer,119000,US,US,M
SE,Data Engineer,175000,US,US,M
SE,Data Engineer,150000,US,US,M
SE,Data Analyst,154560,US,US,M
SE,Data Analyst,123648,US,US,M
SE,Data Analyst,130000,US,US,M
SE,Data Analyst,100000,US,US,M
MI,Data Engineer,170000,US,US,M
MI,Data Engineer,145000,US,US,M
SE,Data Engineer,135000,US,US,M
SE,Data Engineer,100000,US,US,M
SE,Data Scientist,247500,US,US,M
SE,Data Scientist,172200,US,US,M
SE,Data Scientist,177500,US,US,M
SE,Data Scientist,134000,US,US,M
SE,Data Scientist,185900,US,US,M
SE,Data Scientist,129300,US,US,M
SE,Data Architect,192564,US,US,M
SE,Data Architect,144854,US,US,M
SE,Data Analyst,130000,US,US,M
SE,Data Analyst,105000,US,US,M
SE,Data Engineer,179305,US,US,M
SE,Data Engineer,142127,US,US,M
SE,Data Engineer,315000,US,US,M
SE,Data Engineer,225000,US,US,M
SE,Data Scientist,243900,US,US,M
SE,Data Scientist,156600,US,US,M
MI,Data Analyst,206000,US,US,M
MI,Data Analyst,160000,US,US,M
MI,Data Analyst,109000,US,US,M
MI,Data Analyst,79000,US,US,M
MI,Data Analyst,160000,US,US,M
MI,Data Analyst,109000,US,US,M
MI,Data Scientist Lead,89306,AT,AT,L
SE,Data Engineer,182500,US,US,M
SE,Data Engineer,128500,US,US,M
MI,Data Engineer,160000,US,US,M
MI,Data Engineer,90000,US,US,M
EN,Data Manager,77300,US,US,M
EN,Data Manager,45600,US,US,M
SE,Data Analyst,127000,US,US,M
SE,Data Analyst,110000,US,US,M
SE,Data Architect,210000,US,US,M
SE,Data Architect,136000,US,US,M
SE,Cloud Data Engineer,12608,SK,SK,S
SE,Data Engineer,170000,US,US,M
SE,Data Engineer,140000,US,US,M
SE,Data Engineer,247500,US,US,M
SE,Data Engineer,172200,US,US,M
SE,Data Engineer,225000,US,US,M
SE,Data Engineer,184100,US,US,M
MI,Machine Learning Engineer,130000,US,US,M
MI,Machine Learning Engineer,90000,US,US,M
MI,Data Scientist,120000,US,US,M
MI,Data Scientist,100000,US,US,M
MI,Data Scientist,85000,US,US,M
MI,Data Scientist,78000,US,US,M
SE,Data Engineer,161000,US,US,M
SE,Data Engineer,110000,US,US,M
SE,Data Scientist,136000,US,US,M
SE,Data Scientist,104000,US,US,M
SE,Data Scientist,47280,ES,ES,M
SE,Data Scientist,37824,ES,ES,M
EX,Head of Data,205000,US,US,M
EX,Head of Data,160000,US,US,M
SE,Data Analyst,169000,US,US,M
SE,Data Analyst,110600,US,US,M
EN,Data Engineer,61566,GB,GB,M
EN,Data Engineer,49253,GB,GB,M
SE,Data Engineer,160000,US,US,M
SE,Data Engineer,130000,US,US,M
SE,Data Scientist,245000,US,US,M
SE,Data Scientist,180000,US,US,M
SE,Data Engineer,135000,US,US,M
SE,Data Engineer,100000,US,US,M
SE,Data Engineer,220000,US,US,M
SE,Data Engineer,150000,US,US,M
SE,Data Scientist,198440,US,US,L
SE,Data Scientist,144000,US,US,L
SE,Data Engineer,240000,US,US,M
SE,Data Engineer,170000,US,US,M
SE,Data Scientist,198440,US,US,M
SE,Data Scientist,144000,US,US,M
MI,Data Analyst,150000,US,US,M
MI,Data Analyst,100000,US,US,M
SE,Data Analyst,120000,US,US,M
SE,Data Analyst,95000,US,US,M
MI,Data Scientist,57872,GB,GB,M
EN,Data Analyst,64000,US,US,L
EN,Data Scientist,39925,FR,FR,L
SE,Machine Learning Engineer,187200,CA,CA,M
SE,Machine Learning Engineer,116100,CA,CA,M
SE,Data Analyst,150000,US,US,M
SE,Data Analyst,127000,US,US,M
SE,Data Engineer,275000,US,US,M
SE,Data Engineer,166000,US,US,M
SE,Data Scientist,159699,US,US,M
SE,Data Scientist,138938,US,US,M
EN,BI Analyst,76000,US,US,L
SE,Data Analyst,166700,US,US,M
SE,Data Analyst,119000,US,US,M
SE,Data Analyst,130000,US,US,M
SE,Data Analyst,100000,US,US,M
SE,Analytics Engineer,103432,GB,GB,M
SE,Analytics Engineer,92350,GB,GB,M
SE,Data Analyst,80000,US,US,M
SE,Data Analyst,52500,US,US,M
SE,Data Engineer,236000,US,US,M
SE,Data Engineer,182000,US,US,M
SE,Data Scientist,180000,US,US,M
SE,Data Scientist,140000,US,US,M
SE,Data Scientist,225000,US,US,M
SE,Data Scientist,156400,US,US,M
SE,Data Analyst,135000,US,US,M
SE,Data Analyst,100000,US,US,M
SE,Machine Learning Engineer,204500,US,US,M
SE,Machine Learning Engineer,142200,US,US,M
MI,Research Engineer,240000,US,US,M
EN,Data Analyst,125404,CN,US,S
SE,Data Engineer,300000,US,US,M
SE,Data Engineer,130000,US,US,M
SE,Data Engineer,195000,US,US,M
SE,Data Engineer,175000,US,US,M
SE,Data Engineer,155000,US,US,M
SE,Data Engineer,110000,US,US,M
SE,Data Operations Analyst,123000,US,US,M
SE,Data Operations Analyst,92250,US,US,M
SE,Data Engineer,170000,US,US,M
SE,Data Engineer,150000,US,US,M
MI,ML Engineer,180000,US,US,M
MI,ML Engineer,100000,US,US,M
SE,Data Engineer,97000,US,US,M
SE,Data Engineer,90000,US,US,M
SE,Data Engineer,200000,US,US,M
SE,Data Engineer,160000,US,US,M
SE,Machine Learning Engineer,210000,US,US,M
SE,Machine Learning Engineer,180000,US,US,M
SE,Data Engineer,260000,US,US,M
SE,Data Engineer,180000,US,US,M
EX,Analytics Engineer,210000,US,US,M
EX,Analytics Engineer,157000,US,US,M
EN,Data Scientist,180000,US,US,M
EN,Data Scientist,100000,US,US,M
MI,Data Analyst,80000,US,US,M
MI,Data Analyst,52500,US,US,M
SE,Data Architect,128000,US,US,M
SE,Data Architect,81500,US,US,M
SE,Data Operations Engineer,105000,US,US,M
SE,Data Operations Engineer,70000,US,US,M
SE,Data Scientist,175000,US,US,M
SE,Data Scientist,122500,US,US,M
SE,Data Engineer,171000,US,US,M
SE,Data Engineer,117000,US,US,M
SE,Data Scientist,202800,US,US,L
SE,Data Scientist,104300,US,US,L
SE,Data Analyst,50432,ES,ES,M
SE,Data Analyst,36773,ES,ES,M
SE,Data Engineer,197000,US,US,M
SE,Data Engineer,99000,US,US,M
SE,Data Engineer,160000,US,US,M
SE,Data Engineer,110000,US,US,M
SE,Data Scientist,185900,US,US,M
SE,Data Scientist,129300,US,US,M
MI,Data Scientist,30000,MX,MX,L
MI,Analytics Engineer,78000,BR,BR,M
MI,Analytics Engineer,48000,BR,BR,M
SE,Data Engineer,170000,US,US,M
SE,Data Engineer,130000,US,US,M
SE,Data Analyst,150000,US,US,M
SE,Data Analyst,95000,US,US,M
MI,Data Engineer,78000,BR,BR,M
MI,Data Engineer,42000,BR,BR,M
SE,Data Architect,345600,US,US,M
SE,Data Architect,230400,US,US,M
SE,Data Engineer,145000,US,US,M
SE,Data Engineer,115000,US,US,M
MI,BI Analyst,78000,BR,BR,M
MI,BI Analyst,48000,BR,BR,M
SE,Data Analyst,175950,US,US,M
SE,Data Analyst,130050,US,US,M
SE,Data Engineer,205600,US,US,L
SE,Data Engineer,105700,US,US,L
SE,Data Analyst,236600,US,US,M
SE,Data Analyst,89200,US,US,M
MI,Data Scientist,84000,BR,BR,M
MI,Data Scientist,54000,BR,BR,M
EN,Data Scientist,80000,US,US,L
SE,Marketing Data Analyst,200000,GB,GB,S
EN,Data Scientist,73742,CA,CA,L
SE,Data Science Lead,165000,US,US,S
EN,Data Scientist,33246,GB,GB,L
SE,Data Engineer,185900,US,US,M
SE,Data Engineer,129300,US,US,M
SE,Data Analyst,169000,US,US,M
SE,Data Analyst,110600,US,US,M
EN,Power BI Developer,5409,IN,IN,L
MI,Data Engineer,75050,AU,AU,L
SE,Data Engineer,225000,US,US,M
SE,Data Engineer,184100,US,US,M
SE,Data Scientist,185900,US,US,M
SE,Data Scientist,129300,US,US,M
SE,Data Scientist,225000,US,US,M
SE,Data Scientist,156400,US,US,M
SE,Data Scientist,185900,US,US,M
SE,Data Scientist,129300,US,US,M
EN,Machine Learning Engineer,108000,US,US,S
SE,Product Data Scientist,8000,IN,SG,L
SE,Data Scientist,155000,US,US,M
SE,Data Scientist,38000,US,US,M
MI,Data Analyst,85000,US,US,M
MI,Data Analyst,65000,US,US,M
SE,Data Scientist,155000,US,US,M
SE,Data Scientist,38000,US,US,M
MI,Data Engineer,110820,GB,GB,M
MI,Data Engineer,92350,GB,GB,M
SE,Data Scientist,153600,US,US,M
SE,Data Scientist,106800,US,US,M
SE,Data Scientist,185000,US,US,M
SE,Data Scientist,50000,US,US,M
SE,Data Engineer,185900,US,US,M
SE,Data Engineer,129300,US,US,M
SE,Data Scientist,155000,US,US,M
SE,Data Scientist,38000,US,US,M
SE,Data Scientist,168000,US,US,M
SE,Data Scientist,130000,US,US,M
SE,Data Scientist,123400,US,US,M
SE,Data Scientist,88100,US,US,M
SE,Data Scientist,120000,US,US,S
SE,Data Scientist,55000,US,US,S
SE,Data Scientist,185900,US,US,M
SE,Data Scientist,129300,US,US,M
SE,Data Engineer,191200,US,US,M
SE,Data Engineer,130000,US,US,M
SE,Data Analyst,169000,US,US,M
SE,Data Analyst,110600,US,US,M
SE,Analytics Engineer,150000,US,US,M
SE,Analytics Engineer,120000,US,US,M
SE,Data Science Consultant,139000,US,US,M
SE,Data Science Consultant,122000,US,US,M
SE,Data Scientist,185900,US,US,M
SE,Data Scientist,129300,US,US,M
SE,Data Analyst,139600,US,US,M
SE,Data Analyst,85700,US,US,M
SE,Data Engineer,185000,US,US,M
SE,Data Engineer,50000,US,US,M
SE,Data Engineer,185900,US,US,M
SE,Data Engineer,129300,US,US,M
SE,Data Scientist,225000,US,US,M
SE,Data Scientist,156400,US,US,M
SE,Data Scientist,200000,US,US,M
SE,Data Scientist,175000,US,US,M
SE,Data Engineer,185900,US,US,M
SE,Data Engineer,129300,US,US,M
MI,ML Engineer,148500,US,US,L
MI,ML Engineer,98200,US,US,L
SE,Data Analyst,115000,US,US,M
SE,Data Analyst,95000,US,US,M
SE,Data Architect,225000,US,US,M
SE,Data Architect,66000,US,US,M
SE,Data Scientist,185000,US,US,M
SE,Data Scientist,50000,US,US,M
SE,Data Scientist,47280,ES,ES,M
SE,Data Scientist,37824,ES,ES,M
MI,Data Manager,134000,US,US,M
MI,Data Manager,98000,US,US,M
MI,Data Analyst,105000,US,US,M
MI,Data Analyst,62000,US,US,M
EN,BI Data Analyst,57000,US,US,L
SE,Big Data Engineer,161311,CA,CA,M
MI,Data Scientist,144200,US,US,M
MI,Data Scientist,115360,US,US,M
MI,Data Scientist,83171,AU,AU,L
SE,Principal Data Architect,38154,IN,IN,L
SE,Data Engineer,73546,PT,PT,M
SE,Data Engineer,42026,PT,PT,M
SE,Data Engineer,170000,US,US,M
SE,Data Engineer,150000,US,US,M
SE,Data Architect,180000,US,US,M
SE,Data Architect,160000,US,US,M
MI,Data Scientist,108000,US,US,L
SE,Machine Learning Manager,200000,US,US,M
SE,Machine Learning Manager,150000,US,US,M
EX,Data Manager,125976,CA,CA,L
SE,Data Engineer,188700,US,US,M
SE,Data Engineer,160395,US,US,M
SE,Data Analyst,115934,US,US,M
SE,Data Analyst,81666,US,US,M
SE,Data Engineer,300000,US,US,M
SE,Data Engineer,225000,US,US,M
SE,Data Scientist,198440,US,US,M
SE,Data Scientist,144000,US,US,M
SE,Applied Scientist,191475,US,US,M
SE,Applied Scientist,141525,US,US,M
SE,Data Analyst,50432,ES,ES,M
SE,Data Analyst,36773,ES,ES,M
MI,Data Scientist,75648,DE,DE,S
SE,Lead Data Scientist,156868,US,US,L
SE,BI Analyst,200000,NG,NG,S
SE,Data Scientist,198440,US,US,L
SE,Data Scientist,144000,US,US,L
SE,Lead Machine Learning Engineer,69344,PT,PT,L
SE,Data Analyst,90000,US,US,M
MI,Research Scientist,126080,DE,DE,S
MI,Research Scientist,84053,DE,DE,S
SE,Data Engineer,200000,US,US,M
SE,Data Engineer,180000,US,US,M
MI,Analytics Engineer,108000,US,US,M
MI,Analytics Engineer,85000,US,US,M
SE,Machine Learning Engineer,210000,US,US,M
SE,Machine Learning Engineer,180000,US,US,M
SE,Data Engineer,165000,US,US,M
SE,Data Engineer,132000,US,US,M
SE,Analytics Engineer,130000,US,US,M
SE,Analytics Engineer,110000,US,US,M
MI,BI Data Analyst,45050,AU,AU,L
EN,Data Analyst,42028,AU,AU,L
MI,Data Analytics Engineer,135000,US,US,L
SE,Data Engineer,178800,US,US,L
SE,Data Engineer,132100,US,US,L
EN,Data Analyst,20000,CR,US,M
SE,Machine Learning Engineer,140000,CA,CA,M
SE,Machine Learning Engineer,110000,CA,CA,M
SE,Data Engineer,160000,US,US,M
SE,Data Engineer,85000,US,US,M
SE,ETL Developer,250000,US,US,M
SE,ETL Developer,63000,US,US,M
EX,Data Engineer,187200,US,US,M
EX,Data Engineer,116100,US,US,M
MI,Data Scientist,10000,TR,TR,M
SE,Data Engineer,200000,US,US,M
SE,Data Engineer,145000,US,US,M
SE,Data Engineer,229998,US,US,L
SE,Data Engineer,154545,US,US,L
SE,Data Scientist,215000,US,US,L
SE,Data Scientist,159000,US,US,L
SE,Data Engineer,229998,US,US,L
SE,Data Engineer,154545,US,US,L
EN,AI Scientist,50000,US,US,M
SE,Data Scientist Lead,183000,US,US,L
SE,Data Analyst,99750,US,US,M
SE,Data Analyst,68400,US,US,M
SE,Data Scientist,236900,US,US,L
SE,Data Scientist,159200,US,US,L
SE,Data Science Manager,243225,US,US,M
SE,Data Science Manager,179775,US,US,M
SE,Data Engineer,175000,US,US,M
SE,Data Engineer,150000,US,US,M
SE,Machine Learning Engineer,210000,US,US,M
SE,Machine Learning Engineer,180000,US,US,M
SE,Data Scientist,148000,US,US,M
SE,Data Scientist,128000,US,US,M
SE,Data Architect,190000,US,US,M
SE,Data Architect,135000,US,US,M
SE,Analytics Engineer,130000,US,US,M
SE,Analytics Engineer,110000,US,US,M
SE,Data Scientist,191475,US,US,M
SE,Data Scientist,141525,US,US,M
SE,Data Engineer,160000,US,US,M
SE,Data Engineer,85000,US,US,M
SE,Data Scientist,218000,US,US,M
SE,Data Scientist,145300,US,US,M
SE,ML Engineer,195400,US,US,L
SE,ML Engineer,131300,US,US,L
EN,Data Specialist,105000,CL,US,L
SE,Data Scientist,191475,US,US,M
SE,Data Scientist,141525,US,US,M
SE,Data Scientist,207000,US,US,M
SE,Data Scientist,153000,US,US,M
SE,Data Scientist,191475,US,US,M
SE,Data Scientist,141525,US,US,M
SE,Data Analyst,110000,US,US,M
SE,Data Analyst,99000,US,US,M
SE,Data Scientist,191475,US,US,M
SE,Data Scientist,141525,US,US,M
SE,Data Scientist,191475,US,US,M
SE,Data Scientist,141525,US,US,M
SE,Data Scientist,191475,US,US,M
SE,Data Scientist,141525,US,US,M
SE,Machine Learning Engineer,200000,PR,PR,M
SE,Machine Learning Engineer,135000,PR,PR,M
SE,Data Scientist,207000,US,US,M
SE,Data Scientist,153000,US,US,M
SE,Data Scientist,191475,US,US,M
SE,Data Scientist,141525,US,US,M
SE,Data Scientist,191475,US,US,M
SE,Data Scientist,141525,US,US,M
SE,Data Scientist,191475,US,US,M
SE,Data Scientist,141525,US,US,M
SE,Data Engineer,195700,US,US,M
SE,Data Engineer,130500,US,US,M
SE,ML Engineer,130000,US,US,M
SE,ML Engineer,84000,US,US,M
MI,Data Operations Engineer,100000,US,US,M
MI,Data Operations Engineer,60000,US,US,M
MI,Data Engineer,80036,GB,GB,M
MI,Data Engineer,67723,GB,GB,M
SE,Data Engineer,141300,US,US,M
SE,Data Engineer,102100,US,US,M
SE,Data Analyst,50432,ES,ES,M
SE,Data Analyst,36773,ES,ES,M
MI,Business Data Analyst,150000,US,US,L
MI,Data Scientist,102200,GB,GB,M
EN,Data Scientist,22892,IN,IN,M
SE,Data Analyst,144000,US,US,M
SE,Data Analyst,113000,US,US,M
EN,AI Scientist,31520,PT,ES,M
SE,Data Architect,195400,US,US,L
SE,Data Architect,131300,US,US,L
SE,Machine Learning Engineer,195400,US,US,L
SE,Machine Learning Engineer,131300,US,US,L
SE,Data Architect,195400,US,US,L
SE,Data Architect,131300,US,US,L
SE,Data Architect,190000,US,US,M
SE,Data Architect,135000,US,US,M
SE,Data Engineer,135000,US,US,M
SE,Data Engineer,80000,US,US,M
EN,BI Data Analyst,8050,IN,IN,M
SE,Data Engineer,160000,US,US,M
SE,Data Engineer,85000,US,US,M
SE,Data Engineer,178800,US,US,L
SE,Data Engineer,132100,US,US,L
